task_id,title,description,created_at,due_date,estimated_hours,actual_hours,assigned_user,status,task_type,priority,priority_score,tags,user_workload_hours,days_until_due,is_overdue
TASK-1882,Implement refactor for payment/ETL feature,"This task involves writing performance improvement related to payment. Expected steps: write tests, refactor, deploy.",2025-09-06 04:15:26,2025-09-17 04:15:26,12.7,10.7,user_20,in_progress,bug,high,39.91,db,24.4,11,1
TASK-1883,Research optimization for UI/search ranking improvement,"This task involves fixing documentation related to UI. Expected steps: investigation, fix, release.",2025-08-28 03:29:25,2025-09-05 03:29:25,20.0,17.1,,done,maintenance,high,46.44,"db,docs",17.2,8,1
TASK-1884,Refactor feature in UI/email flow,"This task involves refactoring documentation related to UI. Expected steps: write tests, refactor, deploy.",2025-09-19 04:40:13,2025-09-23 04:40:13,4.2,5.5,user_1,open,maintenance,high,33.8,bugfix,59.5,4,1
TASK-1885,Fix bug in profile/dashboard module,"This task involves implementing documentation related to profile. Expected steps: investigation, fix, release.",2025-09-13 23:03:36,2025-10-13 23:03:36,33.2,40.0,user_19,open,feature,high,31.1,"backend,frontend",59.8,30,1
TASK-1886,Fix bug in auth/reporting module,"This task involves implementing a new feature related to auth. Expected steps: write tests, refactor, deploy.",2025-09-18 07:47:05,2025-10-04 07:47:05,5.2,8.1,user_20,blocked,bug,high,30.2,"bugfix,backend",27.7,16,1
TASK-1887,Write bug for UI/ETL,"This task involves researching an API change related to UI. Expected steps: design, implementation.",2025-09-14 06:28:13,2025-09-16 06:28:13,16.3,19.2,user_6,in_progress,maintenance,high,39.05,"research,ci,db",25.1,2,1
TASK-1888,Implement feature for database/email flow feature,"This task involves implementing performance improvement related to database. Expected steps: design, implementation.",2025-09-14 16:41:46,2025-09-16 16:41:46,4.1,3.7,user_4,open,maintenance,high,34.95,"backend,research,api",41.3,2,1
TASK-1889,Refactor optimization in API/user profile,"This task involves researching a bug related to API. Expected steps: investigation, fix, release.",2025-09-21 17:19:17,2025-09-28 17:19:17,35.9,42.3,user_12,open,feature,high,36.41,frontend,50.5,7,1
TASK-1890,Write optimization for search/dashboard,"This task involves researching performance improvement related to search. Expected steps: investigation, fix, release.",2025-09-07 02:05:17,2025-10-04 02:05:17,13.7,18.3,,in_progress,documentation,high,32.53,"bugfix,frontend,ci",57.3,27,1
TASK-1891,Research doc update for payment/user profile improvement,"This task involves implementing a bug related to payment. Expected steps: design, implementation.",2025-08-31 19:11:03,2025-09-20 19:11:03,20.3,25.3,user_7,in_progress,maintenance,high,35.75,api,42.7,20,1
TASK-1892,Refactor bug in notifications/email flow,"This task involves fixing performance improvement related to notifications. Expected steps: design, implementation.",2025-08-30 22:19:54,2025-09-10 22:19:54,27.5,31.7,,in_progress,documentation,high,44.65,"ci,docs,db",46.2,11,1
TASK-1893,Update refactor documentation for auth/user profile,"This task involves refactoring documentation related to auth. Expected steps: write tests, refactor, deploy.",2025-08-25 22:25:02,2025-09-05 22:25:02,1.7,2.2,user_26,open,maintenance,high,43.99,"ci,docs,api",50.1,11,1
TASK-1894,Implement doc update for profile/schema feature,"This task involves updating a bug related to profile. Expected steps: design, implementation.",2025-09-13 15:38:19,2025-10-02 15:38:19,10.9,14.7,user_17,open,feature,high,32.44,"docs,db",0.1,19,1
TASK-1895,Fix refactor in payment/schema module,"This task involves refactoring performance improvement related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-08 15:37:43,2025-10-02 15:37:43,32.0,45.3,user_10,blocked,bug,high,34.38,"docs,security,research",46.8,24,1
TASK-1896,Implement doc update for search/ETL feature,"This task involves implementing an API change related to search. Expected steps: design, implementation.",2025-08-25 00:35:58,2025-09-08 00:35:58,4.1,4.9,user_16,open,feature,high,43.48,"research,bugfix,ci",40.3,14,1
TASK-1897,Research feature for UI/search ranking improvement,"This task involves updating a new feature related to UI. Expected steps: investigation, fix, release.",2025-08-27 12:38:33,2025-09-26 12:38:33,12.3,11.7,,in_progress,bug,high,31.84,backend,51.2,30,1
TASK-1898,Fix doc update in API/checkout module,"This task involves implementing a bug related to API. Expected steps: write tests, refactor, deploy.",2025-09-03 17:23:20,2025-09-20 17:23:20,30.9,32.3,user_15,in_progress,maintenance,high,41.02,"backend,api",47.3,17,1
TASK-1899,Write feature for UI/search ranking,"This task involves refactoring documentation related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-20 22:13:47,2025-10-10 22:13:47,32.4,44.1,user_3,done,feature,high,28.71,security,48.9,20,1
TASK-1900,Refactor doc update in API/user profile,"This task involves fixing documentation related to API. Expected steps: write tests, refactor, deploy.",2025-09-17 09:05:11,2025-10-01 09:05:11,5.0,3.8,user_26,in_progress,feature,high,28.45,"perf,backend,docs",50.1,14,1
TASK-1901,Research optimization for analytics/user profile improvement,"This task involves writing documentation related to analytics. Expected steps: design, implementation.",2025-09-20 14:20:46,2025-09-22 14:20:46,18.7,20.8,user_12,open,documentation,high,37.98,"frontend,api",51.7,2,1
TASK-1902,Fix refactor in UI/checkout module,"This task involves refactoring an API change related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-11 09:14:42,2025-09-27 09:14:42,20.3,17.9,,in_progress,documentation,high,33.16,api,14.8,16,1
TASK-1903,Refactor bug in search/schema,"This task involves fixing a bug related to search. Expected steps: investigation, fix, release.",2025-09-13 13:02:25,2025-09-18 13:02:25,28.1,28.3,user_5,open,maintenance,high,43.53,"api,backend,perf",18.5,5,1
TASK-1904,Write bug for search/login flow,"This task involves writing documentation related to search. Expected steps: design, implementation.",2025-09-14 22:51:49,2025-10-12 22:51:49,6.4,8.9,user_20,done,documentation,high,22.35,"api,ci",53.3,28,1
TASK-1905,Implement refactor for reports/endpoint feature,"This task involves fixing a new feature related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-01 21:27:29,2025-09-28 21:27:29,30.7,32.5,user_30,done,research,high,38.32,"security,research,ci",6.0,27,1
TASK-1906,Research optimization for auth/schema improvement,"This task involves fixing documentation related to auth. Expected steps: investigation, fix, release.",2025-09-15 19:57:19,2025-09-20 19:57:19,3.7,3.8,,in_progress,bug,high,36.7,perf,48.6,5,1
TASK-1907,Research doc update for analytics/checkout improvement,"This task involves implementing an API change related to analytics. Expected steps: design, implementation.",2025-08-27 01:24:49,2025-09-02 01:24:49,8.2,4.9,,in_progress,bug,high,45.79,perf,13.1,6,1
TASK-1908,Update refactor documentation for UI/dashboard,"This task involves implementing performance improvement related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-14 00:59:00,2025-10-13 00:59:00,11.7,14.3,user_25,blocked,maintenance,high,25.58,db,12.7,29,1
TASK-1909,Update refactor documentation for search/endpoint,"This task involves writing documentation related to search. Expected steps: design, implementation.",2025-09-05 17:37:20,2025-09-24 17:37:20,17.1,20.4,user_9,open,bug,high,36.45,"ci,perf",0.1,19,1
TASK-1910,Fix feature in search/reporting module,"This task involves updating documentation related to search. Expected steps: design, implementation.",2025-09-10 21:31:51,2025-10-07 21:31:51,26.0,42.9,user_22,open,bug,high,29.35,frontend,43.9,27,1
TASK-1911,Update feature documentation for search/dashboard,"This task involves writing a bug related to search. Expected steps: analysis, design, implementation, testing.",2025-09-13 03:42:05,2025-10-06 03:42:05,5.3,4.8,user_14,open,feature,high,27.3,backend,52.1,23,1
TASK-1912,Write refactor for search/search ranking,"This task involves updating documentation related to search. Expected steps: write tests, refactor, deploy.",2025-09-13 11:48:49,2025-10-11 11:48:49,25.8,27.5,user_12,open,feature,high,29.11,"db,frontend",15.1,28,1
TASK-1913,Research bug for profile/dashboard improvement,"This task involves fixing performance improvement related to profile. Expected steps: investigation, fix, release.",2025-08-30 17:07:55,2025-09-03 17:07:55,35.4,38.0,user_9,open,bug,high,49.45,"backend,perf,api",18.2,4,1
TASK-1914,Implement doc update for profile/endpoint feature,"This task involves researching performance improvement related to profile. Expected steps: investigation, fix, release.",2025-08-29 09:53:50,2025-09-06 09:53:50,18.1,26.7,user_25,open,maintenance,high,44.54,"security,bugfix,backend",16.1,8,1
TASK-1915,Write bug for analytics/schema,"This task involves writing an API change related to analytics. Expected steps: investigation, fix, release.",2025-09-15 23:46:39,2025-09-16 23:46:39,3.5,3.4,,open,documentation,high,35.46,security,51.4,1,1
TASK-1916,Refactor optimization in analytics/dashboard,"This task involves refactoring a bug related to analytics. Expected steps: design, implementation.",2025-09-22 08:34:29,2025-10-03 08:34:29,31.0,33.6,user_14,in_progress,bug,high,34.11,backend,44.0,11,1
TASK-1917,Update doc update documentation for search/schema,"This task involves refactoring a new feature related to search. Expected steps: write tests, refactor, deploy.",2025-09-13 16:38:58,2025-10-03 16:38:58,23.0,27.2,user_13,in_progress,feature,high,34.05,"frontend,api",21.4,20,1
TASK-1918,Implement optimization for analytics/email flow feature,"This task involves implementing performance improvement related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-14 06:58:21,2025-09-18 06:58:21,23.0,24.3,user_14,done,feature,high,39.94,"backend,ci,perf",43.1,4,1
TASK-1919,Implement doc update for API/endpoint feature,"This task involves fixing a bug related to API. Expected steps: investigation, fix, release.",2025-08-24 22:47:23,2025-09-12 22:47:23,17.0,14.7,,in_progress,maintenance,high,43.37,api,55.4,19,1
TASK-1920,Refactor doc update in payment/checkout,"This task involves refactoring an API change related to payment. Expected steps: design, implementation.",2025-08-25 22:10:12,2025-09-17 22:10:12,11.8,12.5,user_25,in_progress,bug,high,39.99,"docs,db",53.2,23,1
TASK-1921,Fix refactor in payment/ETL module,"This task involves implementing an API change related to payment. Expected steps: investigation, fix, release.",2025-08-24 14:26:03,2025-09-16 14:26:03,14.6,19.3,user_15,in_progress,feature,high,36.55,ci,1.3,23,1
TASK-1922,Write feature for API/dashboard,"This task involves implementing a bug related to API. Expected steps: design, implementation.",2025-08-30 11:23:01,2025-09-06 11:23:01,8.7,6.0,user_2,in_progress,feature,high,43.83,backend,43.5,7,1
TASK-1923,Update doc update documentation for API/email flow,"This task involves updating performance improvement related to API. Expected steps: design, implementation.",2025-09-14 05:40:03,2025-10-11 05:40:03,36.1,37.5,user_1,open,bug,high,31.39,"db,backend,security",45.9,27,1
TASK-1924,Implement optimization for payment/dashboard feature,"This task involves fixing performance improvement related to payment. Expected steps: design, implementation.",2025-09-14 14:08:32,2025-09-20 14:08:32,11.4,9.0,user_18,done,research,high,39.03,"ci,api,perf",9.4,6,1
TASK-1925,Refactor feature in analytics/reporting,"This task involves researching performance improvement related to analytics. Expected steps: design, implementation.",2025-09-11 22:15:01,2025-10-07 22:15:01,18.4,25.0,user_20,open,bug,high,27.66,"db,security",27.9,26,1
TASK-1926,Fix feature in reports/checkout module,"This task involves fixing a new feature related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-10 09:36:50,2025-09-23 09:36:50,36.5,19.8,user_24,blocked,bug,high,40.39,"docs,bugfix,ci",54.5,13,1
TASK-1927,Refactor bug in reports/ETL,"This task involves implementing an API change related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-03 18:31:40,2025-09-21 18:31:40,4.6,3.8,user_18,open,feature,high,32.14,"docs,bugfix",48.2,18,1
TASK-1928,Implement feature for payment/ETL feature,"This task involves refactoring performance improvement related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-06 06:17:44,2025-09-27 06:17:44,22.3,24.8,user_11,in_progress,documentation,high,37.92,"frontend,ci",45.9,21,1
TASK-1929,Fix bug in auth/login flow module,"This task involves writing a new feature related to auth. Expected steps: analysis, design, implementation, testing.",2025-08-27 01:51:46,2025-09-03 01:51:46,19.8,29.1,user_15,blocked,research,high,47.7,ci,1.6,7,1
TASK-1930,Implement optimization for notifications/email flow feature,"This task involves updating a bug related to notifications. Expected steps: investigation, fix, release.",2025-09-16 04:11:18,2025-09-25 04:11:18,7.2,7.1,user_5,in_progress,research,high,33.64,"perf,security",54.6,9,1
TASK-1931,Fix doc update in UI/dashboard module,"This task involves refactoring an API change related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-03 00:31:45,2025-09-19 00:31:45,2.6,2.2,user_1,open,bug,high,33.03,"docs,db",20.7,16,1
TASK-1932,Write refactor for payment/email flow,"This task involves writing an API change related to payment. Expected steps: design, implementation.",2025-09-05 18:05:58,2025-09-24 18:05:58,5.8,9.1,user_26,open,feature,high,35.61,"frontend,api",18.6,19,1
TASK-1933,Implement bug for reports/search ranking feature,"This task involves refactoring a bug related to reports. Expected steps: write tests, refactor, deploy.",2025-08-26 04:33:13,2025-09-02 04:33:13,10.4,5.9,user_20,in_progress,research,high,44.86,ci,46.7,7,1
TASK-1934,Refactor bug in UI/dashboard,"This task involves fixing documentation related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-21 10:37:38,2025-10-19 10:37:38,16.3,5.5,user_4,done,research,high,24.45,"research,bugfix",32.8,28,1
TASK-1935,Research refactor for profile/endpoint improvement,"This task involves implementing performance improvement related to profile. Expected steps: design, implementation.",2025-09-09 10:45:31,2025-09-12 10:45:31,16.6,18.8,user_22,open,maintenance,high,42.42,"bugfix,security",34.3,3,1
TASK-1936,Update doc update documentation for database/search ranking,"This task involves implementing a bug related to database. Expected steps: design, implementation.",2025-09-19 23:34:07,2025-10-14 23:34:07,29.0,24.6,user_24,blocked,maintenance,high,26.37,"research,backend",27.7,25,1
TASK-1937,Fix optimization in search/schema module,"This task involves implementing documentation related to search. Expected steps: investigation, fix, release.",2025-09-16 07:52:52,2025-10-14 07:52:52,35.1,24.3,user_26,open,documentation,high,28.72,"bugfix,research,docs",57.6,28,1
TASK-1938,Update optimization documentation for auth/checkout,"This task involves researching documentation related to auth. Expected steps: write tests, refactor, deploy.",2025-09-17 08:40:29,2025-10-15 08:40:29,12.3,14.9,user_27,in_progress,bug,high,25.82,"backend,api,docs",33.4,28,1
TASK-1939,Refactor doc update in analytics/dashboard,"This task involves writing a new feature related to analytics. Expected steps: write tests, refactor, deploy.",2025-09-11 21:38:09,2025-10-04 21:38:09,3.4,3.6,user_2,open,bug,high,30.15,"docs,ci",55.0,23,1
TASK-1940,Implement refactor for notifications/endpoint feature,"This task involves writing an API change related to notifications. Expected steps: investigation, fix, release.",2025-09-20 02:28:23,2025-09-24 02:28:23,16.4,13.6,user_5,blocked,bug,high,33.75,"perf,security,ci",43.3,4,1
TASK-1941,Fix refactor in analytics/login flow module,"This task involves implementing a new feature related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-12 12:35:47,2025-09-19 12:35:47,20.2,12.4,user_21,open,feature,high,36.74,"frontend,backend",57.4,7,1
TASK-1942,Refactor doc update in analytics/user profile,"This task involves researching a bug related to analytics. Expected steps: write tests, refactor, deploy.",2025-09-22 10:06:00,2025-10-20 10:06:00,16.9,21.3,user_28,in_progress,bug,high,20.43,docs,49.2,28,1
TASK-1943,Fix doc update in reports/checkout module,"This task involves researching a bug related to reports. Expected steps: design, implementation.",2025-09-18 17:26:13,2025-10-05 17:26:13,37.0,44.2,user_13,open,maintenance,high,32.72,"ci,backend",57.6,17,1
TASK-1944,Research feature for auth/reporting improvement,"This task involves researching documentation related to auth. Expected steps: investigation, fix, release.",2025-08-28 14:47:39,2025-08-30 14:47:39,4.0,3.9,user_26,open,research,high,46.0,"research,backend,ci",13.6,2,1
TASK-1945,Research doc update for analytics/user profile improvement,"This task involves fixing an API change related to analytics. Expected steps: design, implementation.",2025-09-16 07:03:45,2025-09-30 07:03:45,8.6,13.4,user_6,done,research,high,31.73,backend,14.4,14,1
TASK-1946,Write optimization for notifications/email flow,"This task involves fixing a bug related to notifications. Expected steps: investigation, fix, release.",2025-09-21 14:41:15,2025-10-14 14:41:15,30.1,20.4,user_5,in_progress,maintenance,high,30.22,api,37.8,23,1
TASK-1947,Write optimization for API/user profile,"This task involves researching performance improvement related to API. Expected steps: analysis, design, implementation, testing.",2025-09-09 04:17:30,2025-09-13 04:17:30,5.5,3.0,user_25,blocked,bug,high,41.32,security,53.1,4,1
TASK-1948,Write refactor for search/search ranking,"This task involves fixing a bug related to search. Expected steps: write tests, refactor, deploy.",2025-08-29 05:14:29,2025-09-13 05:14:29,3.8,3.0,,open,feature,high,40.1,"api,ci",3.1,15,1
TASK-1949,Research feature for analytics/ETL improvement,"This task involves researching an API change related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-08 03:50:43,2025-10-06 03:50:43,19.9,19.6,user_21,done,research,high,29.03,"research,ci,frontend",6.9,28,1
TASK-1950,Write refactor for analytics/login flow,"This task involves researching a new feature related to analytics. Expected steps: investigation, fix, release.",2025-09-02 13:14:39,2025-09-18 13:14:39,34.7,37.2,,in_progress,research,high,40.62,docs,14.0,16,1
TASK-1951,Write bug for reports/checkout,"This task involves fixing documentation related to reports. Expected steps: write tests, refactor, deploy.",2025-09-14 07:57:54,2025-09-15 07:57:54,24.6,22.8,user_12,done,research,high,42.96,"research,bugfix",56.1,1,1
TASK-1952,Update refactor documentation for profile/schema,"This task involves implementing performance improvement related to profile. Expected steps: write tests, refactor, deploy.",2025-09-16 14:20:23,2025-10-05 14:20:23,32.5,35.9,,in_progress,research,high,34.21,"perf,backend,research",8.7,19,1
TASK-1953,Write refactor for reports/search ranking,"This task involves implementing a new feature related to reports. Expected steps: investigation, fix, release.",2025-09-10 13:24:43,2025-09-20 13:24:43,1.8,1.1,user_10,in_progress,feature,high,37.13,backend,11.1,10,1
TASK-1954,Implement optimization for database/dashboard feature,"This task involves researching an API change related to database. Expected steps: analysis, design, implementation, testing.",2025-09-05 19:59:49,2025-09-28 19:59:49,1.9,2.7,user_5,open,bug,high,30.17,"frontend,perf",10.4,23,1
TASK-1955,Implement feature for database/ETL feature,"This task involves refactoring an API change related to database. Expected steps: design, implementation.",2025-09-03 08:55:39,2025-09-25 08:55:39,24.5,23.9,user_8,done,research,high,35.09,"frontend,research,ci",53.8,22,1
TASK-1956,Research refactor for payment/dashboard improvement,"This task involves refactoring performance improvement related to payment. Expected steps: investigation, fix, release.",2025-08-25 11:55:27,2025-09-20 11:55:27,34.1,45.5,user_19,blocked,research,high,42.2,"research,backend",47.0,26,1
TASK-1957,Research doc update for reports/search ranking improvement,"This task involves researching a bug related to reports. Expected steps: design, implementation.",2025-08-25 01:07:09,2025-09-10 01:07:09,32.5,35.8,user_27,in_progress,feature,high,47.33,"api,ci,backend",15.1,16,1
TASK-1958,Implement refactor for database/search ranking feature,"This task involves implementing a new feature related to database. Expected steps: investigation, fix, release.",2025-09-19 02:11:49,2025-09-28 02:11:49,25.4,28.9,user_1,blocked,feature,high,35.47,frontend,0.4,9,1
TASK-1959,Refactor optimization in search/reporting,"This task involves researching a bug related to search. Expected steps: analysis, design, implementation, testing.",2025-08-28 02:27:06,2025-09-22 02:27:06,16.1,18.9,user_3,in_progress,research,high,35.89,frontend,56.7,25,1
TASK-1960,Research refactor for analytics/login flow improvement,"This task involves updating documentation related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-02 09:21:08,2025-09-22 09:21:08,3.9,4.4,user_2,in_progress,feature,high,36.09,"docs,perf,db",37.6,20,1
TASK-1961,Fix doc update in notifications/endpoint module,"This task involves writing a bug related to notifications. Expected steps: write tests, refactor, deploy.",2025-09-06 19:38:06,2025-09-26 19:38:06,12.0,14.3,user_23,done,feature,high,34.53,"bugfix,ci",20.7,20,1
TASK-1962,Refactor optimization in payment/user profile,"This task involves researching a bug related to payment. Expected steps: design, implementation.",2025-09-10 13:28:14,2025-10-10 13:28:14,24.5,34.3,user_9,open,research,high,30.27,"backend,docs",11.9,30,1
TASK-1963,Research feature for API/checkout improvement,"This task involves writing documentation related to API. Expected steps: design, implementation.",2025-08-30 16:15:10,2025-09-29 16:15:10,38.5,40.8,user_18,done,maintenance,high,34.75,backend,4.7,30,1
TASK-1964,Implement bug for auth/search ranking feature,"This task involves implementing performance improvement related to auth. Expected steps: design, implementation.",2025-09-18 08:29:16,2025-10-10 08:29:16,13.4,16.3,user_18,in_progress,documentation,high,26.56,docs,26.8,22,1
TASK-1965,Update doc update documentation for analytics/schema,"This task involves writing an API change related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-15 09:04:40,2025-09-21 09:04:40,34.7,33.8,user_5,done,documentation,high,40.99,db,16.5,6,1
TASK-1966,Fix feature in API/user profile module,"This task involves updating documentation related to API. Expected steps: analysis, design, implementation, testing.",2025-09-05 13:11:10,2025-09-23 13:11:10,5.2,7.4,user_15,in_progress,maintenance,high,34.88,bugfix,4.5,18,1
TASK-1967,Implement refactor for payment/user profile feature,"This task involves refactoring a new feature related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-12 10:43:07,2025-09-21 10:43:07,21.3,17.0,,open,research,high,37.46,"ci,perf",14.0,9,1
TASK-1968,Research feature for API/ETL improvement,"This task involves fixing an API change related to API. Expected steps: design, implementation.",2025-09-09 21:41:45,2025-09-20 21:41:45,16.9,26.0,user_19,blocked,bug,high,37.34,"ci,security,db",24.2,11,1
TASK-1969,Fix bug in profile/user profile module,"This task involves researching performance improvement related to profile. Expected steps: design, implementation.",2025-09-20 14:35:32,2025-10-07 14:35:32,31.4,31.0,user_26,open,bug,high,31.16,backend,39.5,17,1
TASK-1970,Implement doc update for UI/endpoint feature,"This task involves writing a new feature related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-23 08:42:57,2025-10-15 08:42:57,35.1,20.0,user_25,open,maintenance,high,31.21,"research,db,bugfix",43.9,22,1
TASK-1971,Refactor refactor in UI/checkout,"This task involves implementing documentation related to UI. Expected steps: write tests, refactor, deploy.",2025-09-22 15:59:14,2025-10-17 15:59:14,24.2,25.1,user_19,in_progress,documentation,high,24.02,"ci,security,research",47.0,25,1
TASK-1972,Fix bug in UI/dashboard module,"This task involves writing a bug related to UI. Expected steps: design, implementation.",2025-09-13 11:13:59,2025-10-01 11:13:59,17.9,14.2,user_23,in_progress,research,high,34.93,"bugfix,research,api",50.8,18,1
TASK-1973,Refactor bug in analytics/ETL,"This task involves updating a bug related to analytics. Expected steps: investigation, fix, release.",2025-09-04 00:02:54,2025-09-25 00:02:54,22.3,27.9,user_26,blocked,bug,high,37.44,"backend,api",55.4,21,1
TASK-1974,Implement optimization for analytics/search ranking feature,"This task involves researching performance improvement related to analytics. Expected steps: design, implementation.",2025-09-09 18:38:30,2025-10-01 18:38:30,8.3,6.7,,in_progress,maintenance,high,31.56,"backend,perf,security",36.6,22,1
TASK-1975,Research feature for search/ETL improvement,"This task involves refactoring an API change related to search. Expected steps: write tests, refactor, deploy.",2025-09-08 18:32:50,2025-10-01 18:32:50,34.0,29.4,user_5,open,research,high,33.78,"frontend,security,api",40.9,23,1
TASK-1976,Fix feature in search/dashboard module,"This task involves writing a bug related to search. Expected steps: investigation, fix, release.",2025-09-20 02:08:31,2025-10-12 02:08:31,35.9,15.5,user_13,open,research,high,29.84,"ci,frontend",1.8,22,1
TASK-1977,Fix refactor in UI/schema module,"This task involves implementing documentation related to UI. Expected steps: investigation, fix, release.",2025-09-01 15:33:34,2025-09-07 15:33:34,37.4,32.3,user_19,open,feature,high,47.25,"research,bugfix,docs",38.0,6,1
TASK-1978,Implement doc update for analytics/reporting feature,"This task involves researching a new feature related to analytics. Expected steps: design, implementation.",2025-09-09 23:37:06,2025-10-08 23:37:06,37.0,10.1,,open,feature,high,31.2,"api,bugfix,ci",43.3,29,1
TASK-1979,Research optimization for UI/email flow improvement,"This task involves implementing an API change related to UI. Expected steps: design, implementation.",2025-09-05 16:59:47,2025-09-24 16:59:47,9.6,5.0,user_11,in_progress,documentation,high,31.93,"backend,security,db",22.2,19,1
TASK-1980,Fix doc update in profile/ETL module,"This task involves researching an API change related to profile. Expected steps: investigation, fix, release.",2025-08-25 01:37:22,2025-09-05 01:37:22,30.5,37.5,user_10,blocked,feature,high,45.64,"ci,backend",52.7,11,1
TASK-1981,Refactor bug in reports/checkout,"This task involves researching an API change related to reports. Expected steps: write tests, refactor, deploy.",2025-08-29 13:02:02,2025-09-05 13:02:02,21.3,26.3,user_19,open,bug,high,44.19,"docs,db",18.5,7,1
TASK-1982,Write bug for database/user profile,"This task involves writing documentation related to database. Expected steps: design, implementation.",2025-08-27 19:34:02,2025-09-20 19:34:02,7.8,8.8,user_7,blocked,maintenance,high,36.7,"backend,docs,db",26.8,24,1
TASK-1983,Write refactor for auth/login flow,"This task involves writing a new feature related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-02 02:28:19,2025-09-27 02:28:19,31.9,22.6,user_12,open,maintenance,high,37.96,ci,31.4,25,1
TASK-1984,Refactor feature in auth/reporting,"This task involves researching a bug related to auth. Expected steps: investigation, fix, release.",2025-09-04 10:16:40,2025-09-12 10:16:40,33.9,33.4,user_28,blocked,maintenance,high,43.59,api,33.4,8,1
TASK-1985,Research doc update for search/login flow improvement,"This task involves refactoring an API change related to search. Expected steps: write tests, refactor, deploy.",2025-09-17 08:49:12,2025-10-02 08:49:12,22.0,22.0,user_28,open,maintenance,high,33.93,"api,research,ci",44.0,15,1
TASK-1986,Research refactor for notifications/email flow improvement,"This task involves writing a new feature related to notifications. Expected steps: design, implementation.",2025-09-02 17:38:14,2025-09-22 17:38:14,36.5,23.8,,blocked,maintenance,high,42.73,bugfix,56.0,20,1
TASK-1987,Fix feature in auth/login flow module,"This task involves writing documentation related to auth. Expected steps: design, implementation.",2025-09-11 04:31:33,2025-10-10 04:31:33,10.1,14.7,,open,bug,high,28.02,"backend,docs",0.3,29,1
TASK-1988,Write refactor for profile/login flow,"This task involves implementing performance improvement related to profile. Expected steps: design, implementation.",2025-09-14 01:24:13,2025-09-24 01:24:13,12.8,16.2,,in_progress,maintenance,high,34.49,"perf,bugfix,ci",57.8,10,1
TASK-1989,Update optimization documentation for API/search ranking,"This task involves updating performance improvement related to API. Expected steps: investigation, fix, release.",2025-09-12 21:25:56,2025-09-17 21:25:56,30.1,28.1,user_28,in_progress,feature,high,43.62,"docs,backend",31.5,5,1
TASK-1990,Implement feature for analytics/checkout feature,"This task involves implementing a bug related to analytics. Expected steps: design, implementation.",2025-08-30 14:29:52,2025-09-04 14:29:52,35.3,35.6,user_21,open,bug,high,46.85,"frontend,backend,docs",24.9,5,1
TASK-1991,Research refactor for UI/endpoint improvement,"This task involves researching documentation related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-09 13:46:36,2025-10-04 13:46:36,19.4,20.6,user_3,in_progress,feature,high,32.81,"perf,ci",19.3,25,1
TASK-1992,Update doc update documentation for notifications/ETL,"This task involves researching a new feature related to notifications. Expected steps: write tests, refactor, deploy.",2025-08-29 05:47:27,2025-09-17 05:47:27,37.7,14.6,user_20,open,maintenance,high,42.95,"security,docs,backend",23.5,19,1
TASK-1993,Refactor bug in UI/user profile,"This task involves updating performance improvement related to UI. Expected steps: design, implementation.",2025-08-26 11:57:33,2025-09-17 11:57:33,9.4,8.7,user_23,in_progress,research,high,38.66,frontend,19.5,22,1
TASK-1994,Implement refactor for UI/reporting feature,"This task involves refactoring a new feature related to UI. Expected steps: write tests, refactor, deploy.",2025-09-20 01:05:22,2025-09-24 01:05:22,29.6,23.5,user_22,done,bug,high,39.12,security,33.0,4,1
TASK-1995,Implement doc update for UI/email flow feature,"This task involves updating a new feature related to UI. Expected steps: design, implementation.",2025-09-03 04:54:50,2025-09-13 04:54:50,11.4,8.0,user_24,in_progress,maintenance,high,38.87,"research,docs",56.5,10,1
TASK-1996,Refactor doc update in notifications/schema,"This task involves refactoring performance improvement related to notifications. Expected steps: analysis, design, implementation, testing.",2025-08-30 00:17:56,2025-09-14 00:17:56,24.5,22.4,user_19,in_progress,feature,high,42.76,"backend,bugfix",3.3,15,1
TASK-1997,Implement refactor for reports/user profile feature,"This task involves researching a bug related to reports. Expected steps: design, implementation.",2025-09-08 07:24:11,2025-10-07 07:24:11,32.9,50.6,user_18,done,research,high,31.3,frontend,48.7,29,1
